Target,Thrust Speed Average,Total thrust force,Screw revolution,Cutter Torque,Screw Torque,Soil Pressure
1,50,24.452,7.9,5.415,1.215,438
1,39,22.9,6.2,5.578,1.151,443
1,51,24.098,8.1,5.683,1.134,429
1,51,24.496,7.5,5.688,1.172,441
1,51,24.579,6.9,5.75,1.214,443
1,51,24.416,7.7,5.785,1.22,439
1,50,24.37,7.7,5.824,1.226,441
1,51,24.121,8.1,5.829,1.234,441
1,50,24.13,6.1,5.808,1.217,441
1,50,23.893,8,5.788,1.209,439
1,51,23.803,7.3,5.775,1.208,438
1,38,21.981,5.8,5.74,1.102,439
1,51,23.797,5.1,5.746,1.049,435
1,50,24.018,6.1,5.757,1.098,437
1,49,24.284,5.8,5.753,1.153,442
1,51,24.469,6.8,5.752,1.2,441
1,49,24.309,6.2,5.748,1.224,442
1,49,24.243,7.3,5.718,1.227,443
1,52,24.468,6.1,5.739,1.232,441
1,50,24.482,6.7,5.728,1.239,447
1,50,24.061,7.3,5.727,1.273,444
1,39,21.736,2.8,5.762,1.165,436
1,49,23.169,5.2,5.826,1.07,433
1,50,23.683,4.6,5.819,1.125,441
1,52,23.301,7.5,5.814,1.198,437
1,49,23.172,6.8,5.822,1.138,436
1,49,23.065,5,5.828,1.123,433
1,52,23.096,7.2,5.839,1.142,434
1,50,22.781,4.4,5.862,1.169,428
1,51,22.844,4.9,5.794,1.114,427
1,52,23.035,6.6,5.824,1.148,430
1,37,21.731,4.9,5.794,1.116,440
1,50,23.377,5.6,5.77,1.063,434
1,50,23.429,4.9,5.77,1.112,434
1,51,23.697,5.6,5.761,1.16,433
1,50,24.091,6.2,5.76,1.189,442
1,51,23.822,5.4,5.738,1.246,441
1,50,23.151,8.7,5.749,1.259,437
1,51,22.623,6.4,5.759,1.21,435
1,51,22.477,5.8,5.767,1.164,432
1,47,22.844,5,5.735,1.102,436
1,37,21.07,4.8,5.737,1.083,425
1,49,22.56,6.4,5.76,1.008,399
1,49,22.823,6.3,5.731,1.034,410
1,50,22.917,5.4,5.726,1.072,410
1,49,23.079,5.5,5.717,1.084,413
1,50,23.264,6.5,5.71,1.139,410
1,50,22.763,5.4,5.717,1.14,407
1,50,22.539,7.1,5.711,1.132,409
1,50,22.39,6.2,5.719,1.096,410
1,50,22.494,6.5,5.716,1.046,409
1,35,21.33,4.6,5.761,1.057,416
1,49,23.377,4.6,5.806,1.002,414
1,50,23.412,5.7,5.812,1.031,426
1,51,23.469,6.1,5.804,1.083,413
1,51,22.99,6.4,5.773,1.086,398
1,50,22.951,5.4,5.764,1.07,404
1,49,23.04,6.5,5.811,1.126,407
1,51,23.129,5.5,5.761,1.14,419
1,50,22.957,5.7,5.786,1.118,418
1,0,0,0,5.822,1.058,431
1,0,0.31,0.1,5.871,0.739,243
1,34,20.813,2.1,5.786,0.882,285
1,53,24.945,5.8,5.755,1.066,302
1,55,25.582,5.4,5.761,1.156,310
1,54,25.726,5.5,5.814,1.162,312
1,53,25.927,4.2,5.822,1.131,317
1,57,25.946,5.4,5.822,1.118,319
1,53,25.753,6,5.84,1.123,311
1,54,25.476,5.9,5.843,1.137,307
1,54,25.186,5.5,5.842,1.147,308
1,54,24.819,5.3,5.832,1.162,305
1,43,23.026,5.7,5.824,1.12,300
1,53,22.442,4.8,5.768,1.042,284
1,51,23.754,5.3,5.787,1.012,295
1,59,24.861,5.3,5.84,1.089,305
1,62,24.814,7.2,5.859,1.097,304
1,61,25.066,6.9,5.815,1.088,310
1,60,24.892,8.5,5.83,1.135,305
1,63,24.566,6,5.845,1.102,300
1,62,24.188,7.3,5.857,1.079,298
1,60,24.088,2.5,5.85,1.091,297
1,62,24.066,8.6,5.856,1.098,298
1,43,22.44,7.4,5.797,1.045,299
1,59,23.568,5.3,5.812,1.042,301
1,62,24.144,8.1,5.837,1.09,313
1,62,23.921,10.3,5.855,1.123,308
1,62,23.701,6.9,5.863,1.111,301
1,62,23.751,9,5.858,1.092,304
1,60,24.15,5.7,5.864,1.113,304
1,60,24.345,7,5.872,1.137,312
1,63,24.542,9.1,5.871,1.138,320
1,60,24.848,5.7,5.871,1.171,323
1,47,22.837,8.9,5.834,1.18,310
1,55,23.067,5.6,5.737,1.119,303
1,59,23.555,6.8,5.782,1.134,305
1,60,24.061,6.9,5.835,1.169,312
1,61,24.361,8.3,5.873,1.177,311
1,59,24.36,5,5.88,1.178,311
1,60,24.341,5.7,5.891,1.179,314
1,63,24.186,2.7,5.885,1.16,315
1,60,24.069,0.1,5.875,1.163,309
1,62,23.984,0,5.87,1.156,307
1,44,22.32,8.2,5.871,1.135,305
1,57,23.242,6.6,5.864,1.085,298
1,61,23.635,7.4,5.818,1.121,305
1,59,23.529,10,5.816,1.129,302
1,59,23.482,9.8,5.819,1.109,299
1,59,23.852,5.5,5.817,1.116,306
1,60,24.058,8.3,5.834,1.132,307
1,60,23.882,10,5.815,1.125,308
1,60,23.556,10,5.851,1.109,308
1,61,23.783,10,5.83,1.105,308
1,44,22.363,7.7,5.76,1.094,307
1,57,23.23,10,5.735,1.062,293
1,60,23.522,5.6,5.787,1.06,302
1,59,23.793,6.5,5.798,1.07,311
1,60,23.975,6.4,5.79,1.093,316
1,61,23.878,0.1,5.799,1.121,314
1,60,23.654,8.6,5.815,1.12,310
1,61,23.385,3.4,5.812,1.112,306
1,59,23.303,10.2,5.794,1.105,299
1,58,23.348,8.7,5.819,1.083,301
1,42,21.916,6.9,5.762,1.07,306
1,59,22.878,5.8,5.74,1.04,298
1,58,23.412,5.7,5.773,1.068,299
1,58,23.792,5.8,5.805,1.089,301
1,59,24.07,7.1,5.805,1.094,308
1,59,24.164,5.6,5.819,1.115,314
1,61,23.967,2.6,5.807,1.119,311
1,62,23.891,2.8,5.839,1.131,312
1,61,23.665,10.2,5.869,1.14,308
1,63,23.514,3.5,5.86,1.134,301
1,44,22.356,5.8,5.833,1.089,303
1,58,23.556,5.5,5.779,1.06,306
1,62,23.718,9.2,5.796,1.071,309
1,61,23.687,1.2,5.819,1.086,304
1,60,23.638,5.2,5.818,1.091,301
1,62,23.767,4.7,5.834,1.073,307
1,61,23.763,9.3,5.828,1.089,306
1,60,23.658,2.9,5.839,1.128,302
1,63,23.529,10.3,5.827,1.133,300
1,26,13.404,0,5.841,1.163,301
1,0,0.29,0,6.026,1.216,246
1,28,20.609,1.8,5.836,1.514,313
1,46,24.651,5.3,5.744,1.414,343
1,64,25.895,1.4,5.826,1.181,332
1,62,25.55,3.7,5.864,1.173,326
1,63,25.374,9.9,5.889,1.191,322
1,64,24.412,10,5.888,1.209,322
1,61,25.212,9.9,5.9,1.211,321
1,60,25.335,4.2,5.896,1.22,318
1,62,25.305,0,5.881,1.224,318
1,61,25.437,0.1,5.903,1.209,317
1,61,25.456,0.3,5.871,1.216,320
1,48,21.896,6.2,5.77,1.142,296
1,59,24.085,4.1,5.774,1.11,299
1,63,24.542,8.2,5.834,1.144,308
1,64,24.816,9.4,5.838,1.168,312
1,61,24.806,9.9,5.812,1.17,314
1,62,24.757,10,5.842,1.206,318
1,64,24.831,10,5.833,1.215,320
1,62,24.784,9.9,5.85,1.217,318
1,62,24.629,9,5.833,1.187,316
1,63,24.74,2,5.852,1.175,318
1,44,22.592,6.1,5.774,1.159,318
1,60,23.755,10.1,5.808,1.13,311
1,61,23.705,10,5.83,1.135,311
1,59,23.685,10.1,5.859,1.146,313
1,61,23.875,10.1,5.855,1.162,313
1,63,24.013,10.1,5.847,1.18,315
1,59,24.184,10.1,5.872,1.193,322
1,62,24.201,9.5,5.865,1.196,325
1,61,24.398,10,5.882,1.197,320
1,60,24.509,10.1,5.873,1.189,315
1,43,21.854,9.4,5.825,1.174,312
1,61,23.028,9.6,5.819,1.136,305
1,59,23.323,10.1,5.851,1.136,311
1,60,23.42,10.1,5.868,1.132,313
1,61,23.564,10.1,5.895,1.151,318
1,61,23.793,10.1,5.894,1.171,324
1,60,23.899,7.5,5.893,1.194,326
1,60,24.057,0.7,5.885,1.221,328
1,60,24.102,0.6,5.879,1.212,329
1,62,24.28,3.4,5.889,1.209,332
1,45,21.457,9.5,5.815,1.189,316
1,59,22.663,10.1,5.822,1.156,302
1,60,22.828,9.6,5.862,1.172,305
1,61,23.13,5.3,5.882,1.154,310
1,61,23.314,0.2,5.885,1.178,308
1,60,23.335,2.1,5.89,1.177,308
1,61,23.289,10.1,5.895,1.143,307
1,60,23.579,9.5,5.884,1.153,314
1,61,23.539,9.7,5.873,1.179,311
1,63,23.444,10.1,5.871,1.17,312
1,40,20.008,5.3,5.821,1.139,311
1,59,22.168,9.8,5.826,1.103,302
1,61,22.562,8.9,5.856,1.11,311
1,57,22.63,9.7,5.877,1.124,308
1,59,22.729,6.5,5.891,1.114,309
1,63,22.665,0.6,5.862,1.112,306
1,59,22.619,8.6,5.878,1.093,306
1,58,22.87,4.1,5.862,1.084,311
1,60,22.844,8.1,5.862,1.115,310
1,61,22.871,10.2,5.867,1.132,311
1,43,20.922,8.7,5.835,1.137,307
1,58,22.321,8.4,5.812,1.111,299
1,60,22.223,6.5,5.838,1.11,303
1,58,22.311,9.3,5.865,1.117,305
1,61,22.522,10.1,5.877,1.116,305
1,60,22.83,9.7,5.891,1.093,309
1,60,22.558,6.6,5.872,1.085,305
1,63,22.511,0.1,5.882,1.092,304
1,61,22.561,9.8,5.88,1.063,305
1,61,22.639,9.6,5.875,1.108,303
1,44,21.096,8,5.8,1.144,306
1,59,22.581,9.6,5.766,1.11,303
1,60,23.025,8.9,5.792,1.102,312
1,61,23.082,0.7,5.806,1.131,312
1,62,23.008,8.9,5.838,1.141,312
1,61,23.019,9.4,5.854,1.128,311
1,62,23.203,0.1,5.847,1.121,312
1,54,20.629,9.9,5.826,1.114,308
1,0,0.447,0,5.838,1.208,261
1,27,11.685,0.1,5.736,1.207,288
1,62,24.713,4.6,5.74,1.086,313
1,63,24.67,8.3,5.855,1.115,314
1,59,25.289,4.3,5.855,1.148,323
1,62,24.823,10.1,5.891,1.175,317
1,61,25.026,7.4,5.9,1.168,323
1,61,24.83,10.2,5.863,1.186,318
1,63,24.67,10.1,5.913,1.186,319
1,62,24.722,10,5.932,1.192,319
1,59,24.816,1,5.932,1.189,319
1,43,22.139,4.1,5.866,1.177,314
1,60,23.634,7.6,5.842,1.116,305
1,60,24.018,2.9,5.863,1.12,312
1,62,24.503,3.3,5.879,1.12,317
1,62,25.2,8.3,5.865,1.148,323
1,61,24.953,10.1,5.909,1.175,315
1,63,24.981,10.2,5.887,1.153,309
1,62,24.923,10.1,5.887,1.164,307
1,61,24.822,10.1,5.875,1.156,313
1,65,24.813,8.7,5.883,1.159,315
1,43,22.839,3.2,5.82,1.208,324
1,59,24.406,6.9,5.808,1.196,320
1,63,24.006,2.2,5.864,1.161,314
1,62,23.777,9.5,5.884,1.139,313
1,60,23.75,9.6,5.894,1.141,312
1,63,23.565,9.1,5.899,1.135,308
1,62,23.708,8.4,5.88,1.115,310
1,61,23.887,1.2,5.873,1.143,313
1,62,24.104,6.3,5.869,1.133,314
1,62,24.106,10.2,5.857,1.175,312
1,46,22.6,8.8,5.816,1.173,308
1,60,23.405,9.5,5.809,1.161,302
1,60,23.472,8.1,5.85,1.134,302
1,58,23.398,0.3,5.854,1.143,307
1,60,23.473,4.1,5.869,1.134,309
1,58,23.583,10.2,5.884,1.151,310
1,57,23.733,10.1,5.882,1.164,311
1,61,23.797,4.9,5.864,1.152,307
1,60,23.813,0.6,5.868,1.164,307
1,58,23.913,10.2,5.86,1.149,304
1,44,22.124,8.2,5.817,1.155,308
1,59,22.908,1.5,5.798,1.124,301
1,59,22.938,4.3,5.842,1.117,305
1,61,23.239,9.9,5.855,1.127,308
1,59,23.41,0.9,5.871,1.162,309
1,59,23.612,0.8,5.865,1.168,311
1,59,23.627,9.5,5.866,1.165,309
1,59,23.908,9.5,5.874,1.164,313
1,60,23.94,3,5.92,1.176,309
1,61,24.127,10.1,5.939,1.168,311
1,46,21.978,7,5.876,1.177,306
1,59,23.275,7.5,5.838,1.125,304
1,60,23.653,10.1,5.877,1.142,307
1,61,23.518,9.8,5.919,1.158,310
1,59,23.634,0.6,5.923,1.169,312
1,61,23.823,2.3,5.938,1.173,314
1,62,23.89,10.2,5.943,1.189,319
1,61,23.91,10,5.93,1.21,318
1,61,23.952,4,5.931,1.22,317
1,61,24.016,0.5,5.93,1.215,313
1,56,22.759,9.7,5.937,1.174,312
1,46,22.791,8.9,5.782,1.153,313
1,61,23.13,10.2,5.845,1.148,309
1,58,23.131,7.7,5.868,1.165,307
1,61,23.106,0.2,5.898,1.167,304
1,60,23.299,6.6,5.897,1.18,306
1,60,23.81,9.6,5.884,1.214,311
1,62,23.776,1.3,5.873,1.233,311
1,61,23.796,3.9,5.865,1.225,307
1,58,24.153,9.8,5.858,1.214,306
1,44,22.356,9.1,5.83,1.225,306
1,57,23.122,10.1,5.793,1.172,306
1,59,23.227,10.2,5.85,1.169,307
1,61,23.267,9.8,5.868,1.165,309
1,60,23.279,0.5,5.843,1.167,313
1,61,23.469,2.2,5.852,1.161,315
1,62,23.709,9.6,5.877,1.184,317
1,62,23.799,10.1,5.831,1.181,312
1,61,23.782,10.1,5.846,1.185,312
1,61,23.895,2.4,5.841,1.181,311
1,16,20.272,0,5.819,1.397,354
1,0,4.602,0,5.731,1.25,269
1,32,19.622,3.2,5.706,1.227,298
1,62,25.414,4,5.782,1.136,322
1,64,25.396,8.4,5.858,1.194,322
1,62,25.546,9.9,5.912,1.232,324
1,63,25.765,2.2,5.88,1.242,330
1,62,26.002,7.1,5.844,1.263,335
1,62,26.094,9.4,5.851,1.28,336
1,62,26.2,9.9,5.851,1.289,337
1,62,26.35,2.8,5.844,1.294,338
1,61,26.53,4.4,5.825,1.307,335
1,58,25.102,9.9,5.837,1.307,339
1,49,23.116,5.3,5.768,1.094,304
1,61,24.238,6.8,5.817,1.119,317
1,60,24.459,0.1,5.834,1.168,318
1,61,24.906,8.3,5.849,1.174,320
1,60,25.326,9.9,5.814,1.203,325
1,60,25.434,9.7,5.825,1.219,328
1,60,25.586,10,5.842,1.247,337
1,60,25.574,10.1,5.844,1.219,335
1,61,25.43,10.2,5.825,1.211,326
1,57,23.957,3.2,5.83,1.216,323
1,47,20.5,9.2,5.783,1.099,300
1,60,22.903,1.8,5.849,1.103,296
1,60,22.894,6.9,5.868,1.098,297
1,61,22.948,10.2,5.857,1.098,300
1,62,23.061,4.5,5.843,1.088,299
1,62,23.228,5.2,5.829,1.114,305
1,63,23.269,9.7,5.812,1.119,312
1,62,23.324,4,5.831,1.153,315
1,63,23.483,6.6,5.842,1.154,310
1,59,22.329,9.7,5.82,1.16,311
1,45,22.132,9.1,5.718,1.091,289
1,58,23.385,8.9,5.767,1.072,311
1,62,23.144,2.7,5.81,1.11,303
1,61,23.169,8.8,5.827,1.118,305
1,62,23.175,3.1,5.812,1.123,303
1,61,23.116,10.3,5.813,1.13,304
1,59,23.103,4.2,5.811,1.112,307
1,61,23.004,9.1,5.808,1.138,306
1,61,22.999,4.4,5.82,1.159,307
1,61,23.074,9.7,5.83,1.154,305
1,43,20.639,4,5.704,1.085,290
1,60,22.49,6.4,5.744,1.089,299
1,61,22.809,6.2,5.765,1.107,307
1,62,23.14,9.7,5.791,1.124,314
1,63,22.745,5,5.804,1.135,308
1,63,22.899,7.1,5.807,1.121,311
1,62,23.17,6.4,5.814,1.145,312
1,63,23.103,4.2,5.803,1.163,310
1,63,23.111,8.5,5.805,1.151,303
1,62,22.966,3.5,5.804,1.155,301
1,43,20.483,1.6,5.714,1.136,285
1,58,22.492,5.1,5.758,1.124,297
1,60,23.023,4.2,5.777,1.171,306
1,62,22.865,8.8,5.803,1.17,302
1,61,22.701,6.4,5.818,1.145,300
1,63,22.628,5.9,5.805,1.123,296
1,63,22.689,5.2,5.797,1.121,294
1,63,22.592,8.3,5.792,1.116,292
1,63,22.45,7.1,5.798,1.119,288
1,62,22.768,8.2,5.784,1.118,291
1,39,19.286,6.5,5.78,1.097,290
1,60,21.598,6.7,5.829,1.062,287
1,59,22.748,3.9,5.843,1.112,309
1,62,22.324,9.1,5.861,1.129,297
1,61,22.14,6.8,5.876,1.109,295
1,60,22.485,5.3,5.863,1.092,303
1,63,22.435,4,5.867,1.11,295
1,59,22.484,8.9,5.875,1.091,300
1,62,22.181,5.7,5.874,1.084,295
1,63,22.169,6.5,5.878,1.09,296
1,45,20.22,9.4,5.775,1.062,281
1,59,21.781,6.5,5.749,1.041,289
1,59,22.113,4,5.768,1.056,299
1,61,22.996,2.2,5.769,1.105,308
1,62,22.672,9.8,5.785,1.142,296
1,60,22.677,5.7,5.792,1.112,295
1,61,22.796,6.2,5.762,1.109,298
1,61,23.101,3.3,5.758,1.119,304
1,57,21.521,1.5,5.767,1.123,300
1,1,10.77,0,5.74,1.172,251
1,33,18.642,2.7,5.686,1.148,285
1,61,22.997,6.3,5.656,1.074,295
1,63,23.412,9.1,5.704,1.099,306
1,62,23.034,7.8,5.725,1.102,301
1,63,22.379,7.6,5.728,1.117,306
1,62,23.305,8.1,5.747,1.135,305
1,63,23.263,10,5.723,1.124,304
1,62,23.034,9.8,5.701,1.129,303
1,62,23.28,4.5,5.715,1.131,305
1,62,23.468,6.3,5.702,1.158,304
1,44,21.66,6.9,5.667,1.184,301
1,59,22.441,4.1,5.648,1.119,291
1,59,22.885,9.6,5.677,1.116,297
1,59,23.844,1.2,5.683,1.142,315
1,60,23.96,7,5.735,1.157,308
1,60,23.886,8.2,5.742,1.143,305
1,61,24.017,3.1,5.763,1.122,306
1,62,24.241,7,5.741,1.136,311
1,60,24.069,5,5.753,1.143,307
1,61,24.028,8.7,5.757,1.136,304
1,43,22.727,7.5,5.731,1.148,309
1,58,23.251,8.7,5.719,1.134,299
1,62,23.112,4.2,5.759,1.115,298
1,60,23.568,6.3,5.774,1.114,312
1,60,23.892,5.4,5.781,1.17,316
1,61,23.556,8.7,5.788,1.156,308
1,62,23.795,7.8,5.8,1.18,308
1,63,23.794,3.8,5.782,1.166,311
1,63,23.724,8.6,5.755,1.163,306
1,61,23.753,8.7,5.743,1.15,303
1,48,22.273,3.2,5.721,1.124,303
1,58,22.82,7.6,5.669,1.098,304
1,61,23.589,6.9,5.7,1.114,312
1,62,23.583,9.1,5.728,1.136,306
1,63,23.457,8,5.759,1.128,309
1,62,23.365,2.4,5.752,1.13,309
1,62,23.338,9.2,5.761,1.146,310
1,61,23.577,1.8,5.813,1.154,312
1,61,23.521,8.6,5.818,1.152,306
1,58,23.899,6.2,5.798,1.151,312
1,44,21.885,5.4,5.744,1.165,306
1,56,22.477,7.7,5.718,1.121,295
1,59,22.33,10.1,5.771,1.11,295
1,59,22.807,7.3,5.779,1.1,304
1,60,23.238,5.9,5.773,1.123,310
1,62,22.874,7.7,5.79,1.133,309
1,63,22.95,6.3,5.795,1.102,305
1,63,22.911,8.7,5.785,1.124,302
1,62,23.027,0.8,5.773,1.127,304
1,61,23.083,8.5,5.782,1.144,304
1,47,21.741,8.6,5.74,1.131,302
1,56,22.054,8.7,5.662,1.104,287
1,60,22.459,5.8,5.715,1.086,300
1,61,22.371,5.4,5.734,1.091,296
1,61,22.69,4.7,5.744,1.084,298
1,62,22.78,8.5,5.746,1.109,297
1,62,22.942,5.2,5.745,1.087,302
1,63,23.157,3.3,5.731,1.116,300
1,63,23.111,7.7,5.731,1.148,298
1,62,22.98,5.6,5.738,1.14,297
1,46,22.378,1.1,5.728,1.125,316
1,58,23.248,0,5.652,1.117,308
1,63,23.035,2,5.694,1.127,302
1,63,22.93,10.2,5.727,1.128,305
1,63,22.628,10.1,5.749,1.11,303
1,61,22.694,9.6,5.733,1.093,301
1,60,22.737,9.9,5.711,1.115,303
1,61,22.663,1.3,5.736,1.117,303
1,61,22.637,5,5.731,1.095,301
1,59,22.448,10.3,5.715,1.096,295
1,51,20.95,1.3,5.698,1.124,299
1,48,22.183,3.9,5.664,1.156,295
1,59,22.23,9.4,5.718,1.092,296
1,58,22.157,0.1,5.738,1.099,297
1,60,22.069,9,5.751,1.101,295
1,60,22.415,9.7,5.801,1.094,297
1,59,22.557,10.1,5.773,1.088,299
1,56,22.537,6.1,5.759,1.078,297
1,59,22.579,3.1,5.766,1.088,298
1,58,21.165,9.7,5.769,1.084,298
1,0,5.787,0,5.584,0.646,286
1,30,24.202,3.3,5.509,0.728,293
1,52,28.891,5.2,5.587,0.973,296
1,52,29.161,5.7,5.665,1.069,308
1,51,28.728,6.4,5.746,1.061,310
1,54,28.746,6.3,5.784,1.097,318
1,53,28.46,7,5.793,1.112,313
1,51,27.905,6.3,5.791,1.07,305
1,54,27.515,7.1,5.784,1.066,300
1,51,27.665,5.4,5.723,1.061,298
1,51,27.845,6.5,5.689,1.115,308
1,54,27.775,6.7,5.702,1.104,309
1,38,25.408,3.8,5.515,1.056,307
1,51,27.729,5.8,5.515,1.091,313
1,57,28.117,6.6,5.546,1.088,308
1,53,27.77,7.1,5.571,1.041,300
1,54,27.912,6.6,5.561,1.05,304
1,56,28.148,6.5,5.585,1.019,304
1,53,28.091,6.7,5.577,1.018,309
1,54,27.889,6.8,5.552,1.036,304
1,57,27.654,7,5.476,1.034,295
1,45,26.466,5.2,5.446,1.055,303
1,51,27.508,6,5.357,1.099,308
1,55,27.711,6.8,5.397,1.089,308
1,54,27.41,6.9,5.457,1.068,305
1,56,27.761,7,5.42,1.084,306
1,56,27.609,6.9,5.391,1.058,297
1,54,27.849,7,5.411,1.071,306
1,56,27.077,7.3,5.403,1.07,297
1,54,27.243,6.8,5.404,1.055,293
1,49,27.645,5.4,5.413,1.049,305
1,50,26.125,5.5,5.353,1.083,305
1,46,27.257,5.4,5.342,1.068,303
1,49,27.629,6.1,5.429,1.12,306
1,53,27.516,6.4,5.419,1.107,298
1,49,27.641,5.6,5.47,1.118,308
1,50,27.687,6.6,5.466,1.11,304
1,52,27.582,6.2,5.469,1.093,300
1,50,27.728,6.3,5.434,1.103,303
1,51,26.891,6.9,5.47,1.095,294
1,50,27.241,5.5,5.465,1.091,298
1,44,25.648,5.5,5.457,1.114,304
1,43,27.411,5.4,5.396,1.076,306
1,50,27.408,6.6,5.431,1.105,304
1,49,27.165,6.6,5.465,1.104,298
1,49,27.199,5.4,5.449,1.09,299
1,50,27.537,5.9,5.428,1.122,308
1,48,27.365,6.4,5.424,1.096,302
1,51,27.254,6.4,5.431,1.074,299
1,48,27.296,6.3,5.418,1.092,303
1,46,27.182,6.3,5.429,1.108,298
1,41,25.702,5.2,5.423,1.106,304
1,41,26.835,5.4,5.359,1.073,304
1,48,26.83,6.5,5.411,1.093,303
1,50,26.906,6.6,5.409,1.104,298
1,47,26.468,5.8,5.394,1.09,293
1,47,27.097,6,5.407,1.116,305
1,50,27.106,6.1,5.375,1.128,306
1,47,26.972,6,5.377,1.064,302
1,47,26.855,6.8,5.391,1.069,301
1,48,26.502,6.6,5.37,1.1,295
1,42,25.32,4.4,5.396,1.082,303
1,46,26.264,5.6,5.328,1.089,299
1,49,26.554,5.9,5.404,1.104,300
1,47,26.712,5.8,5.414,1.102,303
1,48,26.706,5.8,5.425,1.107,300
1,49,26.75,5.7,5.481,1.12,306
1,47,26.82,6,5.454,1.127,308
1,50,26.533,6.2,5.461,1.087,296
1,36,25.006,4,5.416,1.047,309
1,35,24.98,5.6,5.357,1.11,306
1,40,25.365,4.4,5.375,1.058,301
1,42,26.852,5,5.339,1.087,307
1,47,27.32,5.9,5.442,1.125,308
1,48,27.234,6.1,5.451,1.128,303
1,49,26.939,6.1,5.503,1.113,302
1,48,26.968,6.1,5.476,1.109,301
1,49,26.843,6,5.404,1.1,303
1,48,26.952,5.9,5.435,1.096,307
1,47,26.787,5.8,5.432,1.126,311
1,45,25.617,5.5,5.512,1.109,315
1,0,0.31,0,5.609,0.99,277
1,29,24.199,2.1,5.57,1.013,306
1,51,29.782,5.3,5.608,1.098,319
1,50,29.79,5,5.679,1.213,329
1,54,29.572,6.6,5.756,1.147,328
1,51,28.745,6.8,5.8,1.126,317
1,49,28.129,5.9,5.815,1.132,306
1,52,28.276,6.2,5.836,1.168,309
1,49,28.215,6,5.839,1.171,308
1,49,28.386,5.9,5.791,1.113,312
1,53,28.514,6.2,5.794,1.099,320
1,50,28.085,6.5,5.836,1.116,310
1,40,26.598,3.8,5.778,1.07,304
1,50,27.829,4.8,5.673,1.129,310
1,49,28.529,5.6,5.704,1.096,319
1,51,28.474,6.3,5.739,1.088,316
1,52,28.117,6.3,5.78,1.098,304
1,49,28.275,5.4,5.828,1.12,305
1,51,28.631,5.2,5.81,1.151,312
1,51,28.665,5.4,5.784,1.163,315
1,50,28.654,6.1,5.763,1.062,320
1,53,28.103,6.6,5.79,1.065,311
1,40,26.096,4.1,5.75,1.078,307
1,49,27.308,5.2,5.761,1.145,312
1,52,27.475,5.2,5.743,1.159,315
1,51,27.697,6.3,5.755,1.129,319
1,50,27.256,6.8,5.803,1.128,312
1,53,26.951,6.8,5.81,1.128,307
1,51,26.821,6.4,5.826,1.15,307
1,50,26.881,5.5,5.79,1.172,308
1,52,27.34,6,5.798,1.174,315
1,50,27.57,6.4,5.819,1.141,321
1,39,25.484,4.6,5.797,1.068,311
1,51,26.351,5.4,5.792,1.105,307
1,49,26.859,4.8,5.788,1.121,313
1,49,27.035,5.9,5.817,1.124,318
1,52,27.228,6.2,5.845,1.068,318
1,51,26.769,6.5,5.876,1.069,312
1,51,26.572,6.4,5.876,1.097,309
1,51,26.42,6,5.856,1.118,308
1,50,26.786,5,5.822,1.13,323
1,52,26.579,6.9,5.821,1.09,315
1,36,25.173,5,5.847,1.017,315
1,50,26.008,6.1,5.913,1.077,307
1,50,26.522,6,5.909,1.18,318
1,50,26.843,6.2,5.862,1.192,319
1,50,26.747,6.1,5.841,1.18,323
1,50,26.744,6.4,5.885,1.121,320
1,51,26.586,6.5,5.912,1.085,313
1,51,26.348,6.1,5.925,1.108,312
1,50,26.681,5.2,5.865,1.148,318
1,49,27.259,4.6,5.849,1.184,330
1,37,24.784,5.4,5.906,1.119,319
1,49,26.793,5.8,5.933,1.154,322
1,52,26.548,6.6,5.966,1.122,317
1,51,26.105,6.2,5.956,1.134,308
1,49,26.999,4.7,5.889,1.178,322
1,51,27.045,6.3,5.896,1.16,323
1,51,26.716,6.4,5.926,1.088,317
1,50,26.378,6.5,5.971,1.063,313
1,50,26.138,6.3,5.928,1.104,310
1,49,26.299,5.9,5.88,1.149,313
1,36,25.613,4.4,5.917,1.164,325
1,47,26.889,6.4,5.966,1.179,324
1,50,26.807,6.8,6.013,1.182,321
1,51,26.367,7.6,6.027,1.215,317
1,50,26.004,7.4,5.979,1.205,308
1,48,26.618,4.7,5.914,1.125,317
1,49,26.578,7.2,5.931,1.188,315
1,50,26.607,6.8,5.966,1.158,315
1,50,26.536,7.1,5.995,1.167,314
1,48,26.408,7.1,5.961,1.196,313
1,37,24.581,5.4,5.748,1.147,314
1,49,26.024,6.3,5.845,1.132,313
1,49,25.902,7.2,5.916,1.187,312
1,47,26.327,5.5,5.895,1.167,319
1,49,26.551,4.2,5.888,1.157,319
1,49,27.166,6,5.935,1.175,328
1,49,26.678,7.2,5.976,1.195,315
1,50,26.404,7.3,5.969,1.202,313
1,49,26.267,6.9,5.94,1.19,309
1,33,17.517,7.4,5.895,1.195,308
1,0,6.275,0,5.682,1.019,288
1,35,22.785,2.1,5.553,1.062,314
1,52,27.325,7.2,5.609,1.144,311
1,54,27.091,6.7,5.663,1.187,310
1,52,27.031,6.7,5.63,1.204,309
1,51,27.294,6.7,5.621,1.148,317
1,53,27.182,6.1,5.645,1.121,315
1,51,26.893,7.3,5.665,1.164,308
1,52,26.83,6.8,5.698,1.17,310
1,52,26.965,6.1,5.674,1.164,312
