Target,Thrust Speed Average,Total thrust force,Screw revolution,Cutter Torque,Screw Torque,Soil Pressure
0,51,25.499,6.9,5.498,1.047,313
0,50,25.645,6.6,5.491,1.047,313
0,50,25.882,6.1,5.572,1.034,313
0,51,26.031,6.7,5.552,1.03,313
0,38,23.902,6,5.113,1.037,313
0,47,26.467,4.9,5.354,0.969,313
0,50,26.867,6.7,5.518,1.034,313
0,50,26.8,6.7,5.619,1.034,313
0,50,27.227,6.7,5.664,1.024,313
0,49,27.596,6.7,5.669,1.05,313
0,52,27.588,6.7,5.597,1.065,313
0,54,26.42,6.8,5.645,1.108,313
0,47,22.558,6.7,5.601,1.022,313
0,0,0.31,0,4.864,0.765,313
0,35,21.134,4.6,4.868,0.867,313
0,51,25.863,5.3,4.955,1.065,313
0,51,26.705,6.3,5.137,1.041,313
0,51,27.499,5.2,5.391,1.049,313
0,52,27.776,6.1,5.529,1.108,313
0,51,27.694,6.4,5.671,1.03,313
0,51,27.788,6.8,5.711,0.992,313
0,51,28.193,6.7,5.761,0.994,313
0,52,28.566,5.8,5.774,0.999,313
0,52,28.156,6.7,5.733,1.019,313
0,39,24.817,5.8,5.285,1.043,313
0,51,27.285,5.7,5.461,1.018,313
0,50,28.023,5.3,5.677,0.986,313
0,51,27.855,6.7,5.803,1,313
0,52,27.284,6.7,5.762,0.931,313
0,51,27.447,6.7,5.851,0.917,313
0,50,27.808,5.9,5.804,0.952,313
0,51,28.399,6.2,5.739,1.005,313
0,51,27.608,6.6,5.802,1.03,313
0,50,26.938,6.7,5.742,1.004,313
0,39,24.564,5.9,5.198,1.043,313
0,47,26.783,5.5,5.414,0.983,313
0,48,27.024,6.5,5.638,0.964,313
0,50,27.164,6.6,5.744,0.923,313
0,50,27.464,6.6,5.892,0.954,313
0,49,27.969,6.7,5.847,0.987,313
0,51,27.696,6.7,5.919,1.016,313
0,52,27.185,6.7,5.865,1.041,313
0,52,25.868,7.9,5.746,1.011,313
0,52,23.852,8.5,5.66,0.949,313
0,39,23.388,7,5.008,0.939,313
0,48,24.382,6.9,5.2,0.875,313
0,49,25.824,5.2,5.339,0.897,313
0,50,26.492,5.7,5.543,0.97,313
0,49,26.744,5.7,5.621,0.994,313
0,50,27.1,7,5.64,0.967,313
0,50,27.352,7,5.717,0.957,313
0,49,27.668,6.3,5.789,0.935,313
0,50,27.614,6.8,5.824,0.984,313
0,49,25.854,5.6,5.849,0.982,313
0,40,24.589,5.9,5.185,1.018,313
0,47,25.326,6.8,5.37,0.952,313
0,49,26.282,5.8,5.527,0.97,313
0,50,26.314,6.6,5.644,1.013,313
0,49,26.14,6.6,5.634,0.984,313
0,48,26.619,6.7,5.703,0.947,313
0,48,27.121,5.9,5.803,0.955,313
0,50,27.309,6.8,5.846,0.993,313
0,52,27.502,6.8,5.855,0.983,313
0,50,27.548,6.9,5.808,0.969,313
0,36,24.907,5.9,5.252,0.997,313
0,50,27.046,6.4,5.535,0.956,313
0,50,27.37,6.6,5.651,0.984,313
0,50,26.313,6.9,5.598,0.996,313
0,51,26.343,7.2,5.695,0.974,313
0,49,26.694,7.2,5.679,0.993,313
0,50,26.483,7.3,5.673,1.021,313
0,50,25.971,6.9,5.666,0.996,313
0,50,26.169,6.6,5.596,0.956,313
0,48,25.018,7.2,5.595,0.947,313
0,38,24.918,5.3,5.109,0.96,313
0,50,25.738,6.8,5.326,0.943,313
0,48,25.67,7,5.434,0.935,313
0,49,25.774,7.1,5.572,0.965,313
0,48,26.722,5.8,5.514,0.962,313
0,50,27.122,5.9,5.62,0.967,313
0,51,26.65,6.8,5.651,1.014,313
0,52,25.457,6.9,5.555,0.977,313
0,50,25.958,7,5.555,0.95,313
0,47,26.83,5.4,5.563,0.91,313
0,39,24.74,6,5.215,0.971,313
0,47,26.815,6,5.368,0.91,313
0,48,27.696,6.2,5.562,0.939,313
0,50,28.179,7,5.644,0.966,313
0,50,28.031,6.9,5.73,0.973,313
0,49,28.481,5.7,5.693,0.947,313
0,52,28.005,6.8,5.652,0.956,313
0,51,26.956,6.9,5.678,0.947,313
0,48,27.985,5.5,5.689,0.942,313
0,48,26.643,6.5,5.686,0.967,313
0,0,4.515,0,6.165,0.722,313
0,36,22.055,4.6,5.511,0.823,313
0,52,26.031,6.4,5.34,1.021,313
0,52,27.025,6.7,5.478,1.127,313
0,51,27.357,6.8,5.55,1.154,313
0,52,27.938,6.8,5.626,1.156,313
0,52,27.747,7,5.659,1.022,313
0,51,27.79,7.3,5.678,0.981,313
0,52,28.031,7.2,5.703,0.965,313
0,52,27.583,7,5.754,1.013,313
0,52,27.02,6.6,5.725,1.03,313
0,53,26.27,7,5.776,0.995,313
0,41,24.496,6.2,5.611,1.021,313
0,49,25.023,7,5.21,0.988,313
0,49,26.119,6.8,5.361,0.916,313
0,50,27.242,6.8,5.454,0.893,313
0,49,28.054,6.8,5.522,0.956,313
0,49,28.728,6.9,5.544,0.98,313
0,51,28.91,6.9,5.682,1.028,313
0,50,29.121,6.9,5.71,1.009,313
0,51,28.884,7.2,5.76,1.023,313
0,52,28.631,8.2,5.777,1.047,313
0,49,28.615,8.3,5.701,0.984,313
0,48,27.504,7.9,5.73,1.03,313
0,41,25.707,6.8,5.232,1.04,313
0,48,27.514,7.7,5.365,1.035,313
0,49,28.522,7.8,5.565,1.101,313
0,50,28.869,7.8,5.634,1.065,313
0,50,28.755,7.8,5.685,1.06,313
0,49,28.749,7.8,5.69,1.05,313
0,50,28.996,7.8,5.723,1.032,313
0,48,29.064,7.7,5.742,1.069,313
0,49,28.573,7.8,5.69,1.083,313
0,39,25.62,7,5.372,1.065,313
0,46,27.352,7,5.41,1.032,313
0,48,28.379,6.3,5.557,1.056,313
0,48,27.859,7.7,5.593,1.062,313
0,51,26.845,7.8,5.64,1.053,313
0,49,26.755,7.8,5.565,1.03,313
0,47,27.336,7.2,5.567,1.009,313
0,49,28.024,6,5.601,1.011,313
0,51,27.149,7.4,5.584,1.079,313
0,48,26.878,7.4,5.612,1.051,313
0,38,24.348,6.3,5.294,1.05,313
0,46,26.878,4.9,5.32,0.968,313
0,49,27.29,6.9,5.527,1.055,313
0,51,26.691,6.9,5.634,1.05,313
0,49,26.746,7,5.551,1.051,313
0,49,27.408,7.1,5.519,1.049,313
0,49,27.923,7.1,5.478,1.041,313
0,48,27.908,5.8,5.532,1.037,313
0,49,28.544,6.9,5.643,1.054,313
0,49,29.35,6.9,5.653,1.039,313
0,37,26.755,6.1,5.415,1.097,313
0,48,28.351,6.9,5.462,1.048,313
0,49,29.121,7,5.586,1.031,313
0,49,29.441,7,5.682,1.04,313
0,50,29.455,7,5.796,1.07,313
0,50,29.223,7,5.756,1.079,313
0,51,28.768,7,5.767,1.072,313
0,50,28.301,7,5.749,1.004,313
0,49,28.127,7,5.669,0.982,313
0,52,27.43,7.1,5.641,0.982,313
0,39,24.211,5.4,5.378,0.993,313
0,46,26.412,5.2,5.334,0.921,313
0,50,27.669,6.8,5.489,0.969,313
0,50,27.356,7,5.583,0.997,313
0,51,26.812,7,5.526,0.99,313
0,51,26.725,7.1,5.562,0.987,313
0,51,26.718,6.1,5.528,0.966,313
0,47,27.12,5,5.539,0.933,313
0,50,28.163,5.4,5.58,0.978,313
0,51,27.777,6.5,5.622,1.011,313
0,39,25.546,5.3,5.345,1.042,313
0,48,27.553,6,5.35,0.983,313
0,48,28.308,5.8,5.494,0.99,313
0,51,28.356,6.5,5.597,1.003,313
0,51,28.061,6.5,5.645,0.983,313
0,51,28.185,6.5,5.664,0.979,313
0,50,28.494,5.8,5.664,0.968,313
0,51,28.387,5.9,5.685,0.993,313
0,45,25.842,5.6,5.638,0.997,313
1,0,0.551,0,6.051,0.509,316
1,34,23.829,5.4,5.463,0.758,312
1,50,28.761,7.3,5.179,0.956,317
1,52,29.591,7.3,5.155,1.03,317
1,52,30.289,7.4,5.187,1.083,323
1,51,30.842,7.3,5.202,1.115,329
1,52,31.513,7.6,5.288,1.203,339
1,52,31.424,8.1,5.38,1.111,335
1,51,31.25,8.4,5.428,1.108,330
1,52,31.225,8.2,5.382,1.043,322
1,52,31.325,8.1,5.386,1.089,326
1,52,31.097,8.1,5.335,1.087,330
1,40,28.144,7.3,5.123,1.126,330
1,49,30.52,6.7,5.115,1.135,328
1,51,31.096,8.1,5.26,1.115,335
1,51,30.8,8.1,5.407,1.073,338
1,51,30.923,8.1,5.4,1.06,334
1,49,31.709,8.1,5.282,1.082,328
1,49,32.369,8.1,5.258,1.05,325
1,51,32.445,8.1,5.328,1.047,329
1,51,32.448,8.2,5.278,1.058,329
1,51,32.575,8.2,5.383,1.062,331
1,43,30.259,8,5.261,1.041,337
1,51,30.784,8.1,5.103,0.991,317
1,50,31.369,8.1,5.258,0.986,320
1,52,31.343,8.3,5.332,0.983,328
1,50,31.698,8.4,5.326,1.024,326
1,50,32.02,8.5,5.283,1.055,320
1,51,31.997,8.5,5.324,1.052,324
1,51,31.92,8.5,5.332,1.044,322
1,50,31.875,8.5,5.44,1.035,320
1,50,32.054,8.4,5.366,1.005,326
1,38,28.943,8,5.221,1.025,316
1,47,29.609,8.4,5.155,0.956,304
1,50,30.298,8.4,5.224,0.964,313
1,49,31.281,8.4,5.25,1.012,312
1,49,31.414,8.5,5.285,1.026,316
1,48,31.292,8.5,5.326,1.004,316
1,50,31.032,8.5,5.376,1.006,311
1,48,30.889,8.4,5.391,1.013,321
1,49,30.746,8.5,5.348,0.979,316
1,49,30.745,8.4,5.379,0.989,308
1,40,28.227,7.9,5.278,1.024,317
1,47,28.686,8.4,5.111,1.004,313
1,49,30.045,7.1,5.184,1.034,316
1,50,30.372,8.4,5.277,1.07,316
1,49,30.137,8.4,5.343,1.029,314
1,51,29.901,8.4,5.381,1.021,309
1,50,29.814,8.4,5.404,1.028,316
1,49,29.809,7.7,5.516,1.016,316
1,50,30.494,7.9,5.513,1.014,318
1,50,30.191,8.1,5.557,1.039,317
1,39,27.612,7.8,5.408,1.053,318
1,47,29.047,7,5.243,1.059,314
1,49,29.862,8,5.379,1.086,314
1,49,29.918,8,5.459,1.065,315
1,50,29.945,8,5.542,1.028,317
1,51,29.735,8,5.491,1.023,327
1,50,29.613,8,5.482,1.038,321
1,48,30.363,6.7,5.467,1.058,329
1,51,29.933,8,5.515,1.081,328
1,51,29.718,8,5.509,1.077,319
1,41,27.776,7.5,5.419,1.079,327
1,46,28.625,6.7,5.236,1.088,324
1,49,29.344,8,5.391,1.065,318
1,49,28.959,8,5.499,1.042,324
1,51,28.847,7.7,5.497,1.062,321
1,48,29.718,7.4,5.477,1.089,322
1,49,29.756,8,5.528,1.081,324
1,52,28.984,8,5.514,1.077,324
1,50,29.168,8,5.575,1.066,316
1,49,29.087,8,5.483,1.055,320
1,38,27.845,6.2,5.39,1.074,327
1,47,28.943,6.9,5.299,1.074,319
1,48,29.217,8,5.434,1.052,321
1,51,29.113,8,5.505,1.058,320
1,48,29.619,7,5.52,1.068,318
1,49,29.911,7.9,5.595,1.091,332
1,51,28.845,8,5.598,1.067,330
1,49,28.723,7.9,5.629,1.045,321
1,49,28.846,8,5.554,1.025,323
1,43,26.193,4,5.526,1.015,316
1,0,0.31,0,6.46,0.593,314
1,34,23.49,5.7,5.819,0.785,318
1,52,28.329,7.7,5.629,0.99,313
1,52,28.903,7.8,5.627,1.077,313
1,54,29.302,7.8,5.635,1.088,322
1,54,28.722,8.9,5.514,1.078,322
1,54,27.688,9.1,5.466,1.054,325
1,53,27.337,8.5,5.377,1.072,324
1,54,27.385,8.4,5.377,1.042,317
1,53,27.442,8.7,5.331,1.022,304
1,52,27.897,8.5,5.339,1.041,304
1,52,28.412,8.6,5.348,1.055,305
1,40,25.886,7.9,5.186,1.067,320
1,51,27.408,8.6,5.249,1.035,310
1,50,28.272,7.6,5.325,1.014,308
1,51,29.015,7.6,5.425,0.971,312
1,52,28.988,7.8,5.449,0.986,330
1,52,28.646,8.1,5.451,1.018,327
1,52,28.864,8.1,5.435,0.997,314
1,51,29.089,8.1,5.472,1.004,307
1,51,29.179,8.1,5.516,1.042,312
1,52,29.017,8.1,5.571,1.077,322
1,41,26.281,7.3,5.248,1.069,323
1,51,27.877,8.1,5.332,1.023,308
1,51,28.254,8.1,5.404,1.021,306
1,51,28.438,8.1,5.44,1.013,317
1,51,28.508,8.2,5.382,1.031,318
1,50,28.979,8.2,5.363,1.042,308
1,51,29.247,8.2,5.45,1.028,304
1,51,29.247,8.2,5.483,1.056,309
1,51,28.999,8.2,5.533,1.057,315
1,51,28.682,8.2,5.442,1.039,323
1,40,25.399,7.1,5.077,1.042,324
1,50,26.763,8.2,5.104,0.976,311
1,49,27.52,8.2,5.146,0.992,296
1,49,28.514,8.2,5.217,1.029,294
1,50,28.707,8.2,5.3,1.057,301
1,52,28.359,8.2,5.324,1.046,304
1,50,28.018,8.2,5.244,1.008,310
1,51,28.456,8.2,5.171,0.961,300
1,50,28.745,8.3,5.193,0.951,294
1,51,28.801,8.3,5.241,0.991,296
1,41,25.369,7.3,5.032,1.01,315
1,49,27.305,8.2,5.058,0.985,294
1,50,27.849,8.2,5.111,0.989,292
1,50,27.803,8.2,5.188,0.989,294
1,50,28.113,8.2,5.279,0.987,298
1,51,27.968,7.8,5.204,0.949,308
1,49,28.289,7.8,5.23,0.957,301
1,50,28.583,7.8,5.256,0.994,299
1,51,28.671,7.8,5.306,1.014,300
1,50,28.608,7.8,5.286,1.025,299
1,39,24.924,7,5.048,1.062,314
1,49,27.225,7.9,5.165,1.027,298
1,48,27.766,7.8,5.219,0.993,293
1,51,28.153,7.8,5.255,0.968,301
1,51,28.37,7.9,5.226,0.962,303
1,49,28.592,7.9,5.25,1.002,299
1,51,28.664,7.8,5.278,1.021,298
1,51,28.726,7.8,5.296,1.029,300
1,50,28.641,7.8,5.371,1.02,303
1,51,28.816,7.8,5.248,0.974,308
1,40,26.126,7.1,5.079,1.017,302
1,48,27.974,7.1,5.21,1,296
1,48,28.518,7,5.313,0.998,309
1,49,29.009,7,5.293,0.99,311
1,49,29.276,7,5.331,1.05,314
1,51,29.181,7,5.342,1.078,313
1,50,29.22,7,5.347,1.072,313
1,50,29.138,7,5.405,1.045,316
1,49,29.198,7,5.319,1.001,323
1,48,28.18,6.8,5.344,0.996,315
1,41,27.493,6.5,5.139,1.048,319
1,48,28.428,6.9,5.232,0.959,315
1,49,28.965,7,5.3,0.968,309
1,50,29.197,7,5.34,1.037,313
1,51,29.227,7,5.374,1.056,312
1,52,29.217,7.1,5.425,1.048,311
1,49,29.193,7.1,5.438,1.017,320
1,49,29.223,7.8,5.423,1.021,317
1,51,29.109,7.9,5.439,1.023,311
1,43,25.296,7,5.39,1.02,307
1,0,2.899,0,5.044,0.919,316
1,35,23.061,4.9,4.999,0.965,315
1,52,27.342,7.4,5.019,1.053,308
1,52,28.214,7.4,5.063,1.088,308
1,52,28.629,7.4,5.298,1.09,313
1,52,28.894,7.3,5.377,1.145,329
1,52,29.138,7.4,5.355,1.171,332
1,53,29.522,7.4,5.437,1.109,322
1,52,29.451,7.4,5.433,1.094,318
1,52,29.527,7.5,5.441,1.085,317
1,53,29.345,8.1,5.504,1.04,317
1,41,26.864,7.6,5.174,1.001,312
1,50,28.18,8.1,5.184,0.986,295
1,51,28.568,8.2,5.296,0.968,293
1,52,28.819,8.2,5.358,0.964,299
1,51,28.858,8.2,5.326,0.94,308
1,52,28.618,8.2,5.384,0.988,307
1,52,28.812,8.3,5.323,0.983,298
1,52,28.803,8.3,5.331,1.003,296
1,52,28.642,8.3,5.35,1.016,295
1,52,28.552,8.3,5.39,1.02,307
1,40,25.784,7.2,5.156,0.995,309
1,51,27.468,8.3,5.137,0.972,292
1,51,27.848,8.2,5.211,0.973,292
1,51,28.131,8.2,5.23,0.964,293
1,52,28.325,8.2,5.213,0.954,302
1,52,28.372,8.3,5.219,0.981,297
1,53,28.414,8.3,5.22,0.986,296
1,53,28.202,8.3,5.277,0.989,294
1,52,28.207,8.4,5.246,1.011,292
1,52,27.981,8.3,5.272,0.997,299
1,43,27.052,6.9,5.128,1.024,309
1,51,27.532,8.2,5.142,0.996,293
1,52,27.781,8.2,5.179,0.998,292
1,53,27.69,8.3,5.258,0.965,298
1,54,27.611,8.3,5.238,0.982,295
1,52,27.496,8.3,5.192,1.011,295
1,52,27.201,8.2,5.217,1.001,290
1,53,27.205,8.3,5.2,1.002,289
1,53,27.101,8.2,5.183,1.002,292
1,53,27.083,7.7,5.186,0.961,298
1,39,25.156,6.6,5.109,1.011,301
1,51,27.045,7.6,5.069,1.023,294
1,52,27.267,7.6,5.166,1.003,300
1,53,27.523,7.6,5.228,0.998,302
1,51,27.811,7.6,5.201,1.029,299
1,52,27.765,7.6,5.21,1.041,299
1,53,27.697,7.6,5.25,1.034,297
1,51,27.885,7.6,5.213,1.032,298
1,53,27.945,7.7,5.255,1.001,303
1,51,28.071,7.6,5.279,0.979,298
1,40,26.085,6.7,5.185,1.039,302
1,50,27.51,7.6,5.186,1.021,294
1,51,27.693,7.6,5.306,0.971,300
1,54,27.884,7.6,5.317,0.97,297
1,52,28.046,7.7,5.3,1.006,297
1,51,27.836,7.6,5.344,1.017,295
1,52,27.71,7.6,5.336,1.017,295
1,51,27.864,7.7,5.349,1.013,297
1,51,27.811,7.7,5.356,0.974,301
1,51,27.86,7.7,5.307,0.96,294
1,42,26.253,6.1,5.177,1.037,306
1,50,27.298,7.6,5.246,0.988,302
1,50,27.422,7.7,5.271,0.959,304
1,51,27.62,7.7,5.267,0.982,297
1,52,27.716,7.7,5.281,0.996,297
1,51,27.296,7.7,5.308,1.011,295
1,51,27.52,7.7,5.238,1.009,292
1,51,27.814,7.8,5.284,0.97,298
1,49,27.864,7.8,5.256,0.955,298
1,52,27.887,7.7,5.242,0.964,294
1,37,26.176,5.9,5.137,1.038,308
1,48,27.665,7.7,5.208,0.964,303
1,51,27.772,7.7,5.209,0.964,298
1,49,27.895,7.6,5.248,0.99,296
1,49,27.826,7.6,5.28,1.008,295
1,50,27.757,7.6,5.217,1.028,294
1,50,27.712,7.6,5.321,1.015,297
1,49,27.701,7.7,5.274,0.967,301
1,50,27.66,7.7,5.24,0.969,295
1,47,26.015,7.4,5.294,1.003,295
1,0,0,0,5.445,0.921,310
1,36,22.279,5.5,5.264,0.975,318
1,54,25.846,7.6,5.18,1.091,319
1,53,26.5,7.6,5.267,1.101,321
1,53,26.753,7.5,5.322,1.137,326
1,54,26.876,7.5,5.244,1.162,330
1,53,26.469,7.8,5.324,1.143,332
1,53,25.731,8.4,5.274,1.14,335
1,54,25.354,8.2,5.221,1.042,320
1,53,25.946,7.5,5.271,1.054,318
1,54,26.274,7.5,5.232,1.058,320
1,41,24.481,6.6,5.075,1.097,329
1,53,25.385,7.4,5.075,1.068,322
1,51,25.919,7.5,5.172,1.018,316
1,53,26.393,7.5,5.188,1.012,314
1,53,26.65,7.5,5.171,1.031,316
1,53,26.539,7.6,5.286,1.069,316
1,53,26.26,7.6,5.193,1.059,326
1,53,26.323,7.6,5.178,1.042,316
1,53,26.695,7.6,5.223,1.043,315
1,52,26.881,7.7,5.196,1.05,317
1,40,24.341,5.9,5.044,1.099,327
1,52,25.804,7.5,5.156,1.061,318
1,52,26.323,7.5,5.207,1.04,315
1,54,26.515,7.5,5.207,1.039,312
1,53,26.688,7.5,5.288,1.056,314
1,52,26.393,7.5,5.243,1.064,326
1,53,26.496,7.6,5.229,1.023,319
1,52,27.084,7.6,5.267,1.041,313
1,52,27.429,7.6,5.32,1.079,316
1,53,27.515,7.6,5.342,1.1,313
1,41,25.356,6.8,5.261,1.095,322
1,50,26.82,7.6,5.267,1.08,314
1,52,27.49,7.6,5.277,1.071,313
1,52,27.585,7.6,5.344,1.077,315
1,52,27.588,7.6,5.422,1.08,315
1,52,27.525,7.6,5.338,1.078,323
1,52,27.871,7.7,5.384,1.058,314
1,53,28.203,7.7,5.394,1.057,314
1,53,28.061,7.7,5.357,1.078,316
1,53,27.901,7.7,5.384,1.09,310
1,40,25.828,7,5.209,1.1,318
1,50,27.219,7.6,5.193,1.03,309
1,53,27.715,7.7,5.21,1.052,310
1,51,27.859,7.6,5.336,1.052,307
1,50,28.039,7.6,5.263,1.045,316
1,52,28.297,7.6,5.278,1.029,314
1,52,28.823,7.6,5.308,1.032,308
1,51,28.903,7.6,5.253,1.061,314
1,54,28.728,7.6,5.29,1.073,312
1,51,28.804,7.6,5.364,1.073,311
1,41,26.553,6.9,5.155,1.078,322
1,51,28.067,7.6,5.168,1.057,309
1,50,28.586,7.7,5.258,1.047,305
1,52,28.746,7.6,5.268,1.056,312
1,53,28.928,7.7,5.276,1.045,315
1,50,28.976,7.6,5.31,1.055,312
1,51,29.269,7.6,5.292,1.072,315
1,52,29.219,7.6,5.286,1.083,316
1,52,29.17,7.6,5.365,1.084,314
1,51,28.94,7.6,5.285,1.072,321
1,40,27.17,6.5,5.177,1.085,322
1,51,28.226,7.5,5.215,1.05,308
1,51,28.251,7.6,5.297,1.042,314
1,49,28.413,7.6,5.33,1.032,314
1,51,28.903,7.6,5.358,1.041,309
1,51,28.981,7.6,5.332,1.072,315
1,51,28.808,7.6,5.358,1.072,314
1,51,28.433,7.6,5.379,1.078,312
1,51,28.217,7.6,5.335,1.055,319
1,49,28.593,7.6,5.36,1.03,312
1,40,26.802,6.7,5.207,1.083,316
1,51,27.52,7.7,5.182,1.043,309
1,50,27.746,7.7,5.216,1.028,313
1,49,28.356,7.7,5.266,1.024,307
1,51,28.504,7.7,5.26,1.049,311
1,50,28.466,7.7,5.288,1.053,312
1,50,28.428,7.7,5.296,1.064,307
1,51,28.262,7.7,5.288,1.06,315
1,50,28.217,7.7,5.31,1.037,313
1,48,27.009,7.5,5.31,1.029,311
1,0,3.967,0,5.781,0.888,317
1,37,23.806,4.3,5.451,0.986,323
1,53,27.162,7.4,5.391,1.092,318
1,52,27.823,7.4,5.389,1.159,321
1,53,28.761,7.5,5.446,1.231,329
1,53,29.21,8.4,5.46,1.161,331
1,53,28.89,8.7,5.49,1.119,329
1,55,28.823,8.8,5.555,1.061,316
1,54,28.142,8.8,5.487,1.019,312
1,53,28.097,7.6,5.428,1.04,308
1,54,28.899,6.8,5.419,1.054,313
1,40,25.695,6.8,5.228,1.121,323
1,51,27.592,8,5.236,1.021,308
1,53,28.503,8,5.323,1,303
1,52,28.903,7.5,5.363,0.982,307
1,53,28.841,7.4,5.4,0.978,308
1,53,29.179,7.1,5.454,1,310
1,54,29.266,7.1,5.419,1.036,325
1,53,29.483,7.2,5.447,1.041,323
1,53,29.637,7.1,5.44,1.039,319
1,54,29.466,7.2,5.47,1.046,324
1,39,26.335,6.6,5.258,1.076,327
1,50,28.48,7.1,5.287,1.052,313
1,53,29.124,7.1,5.404,1.073,321
1,53,29.25,7.1,5.465,1.059,322
1,51,29.392,7.2,5.532,1.072,321
1,54,29.302,7.5,5.509,1.056,328
1,54,29.203,7.4,5.513,1.026,320
1,52,29.628,7.2,5.498,1.023,317
1,52,29.762,7.2,5.441,1.044,319
1,52,29.808,7.2,5.439,1.052,320
1,39,27.372,6.5,5.252,1.057,320
1,52,29.004,7.2,5.276,1.036,313
1,51,29.383,7.2,5.359,1.034,316
1,51,29.691,7.2,5.424,1.029,313
1,52,29.748,7.2,5.461,1.036,322
1,52,29.625,7.2,5.449,1.03,322
1,51,29.685,7.2,5.426,1,313
1,52,29.714,7.3,5.447,1.011,317
1,53,29.69,7.2,5.43,1.022,317
1,53,29.596,7.2,5.48,1.016,314
1,41,26.832,6.3,5.246,1.05,321
1,51,28.619,7.2,5.296,0.998,311
1,51,29.07,7.2,5.348,0.999,308
1,52,29.277,7.2,5.43,1.011,314
1,52,29.353,7.3,5.406,1.011,320
1,51,29.692,7.3,5.394,1.019,313
1,51,29.559,7.3,5.435,1.04,317
1,54,29.614,7.3,5.426,1.036,317
1,51,29.631,7.3,5.458,1.026,312
1,51,29.534,7.3,5.465,1.016,320
1,40,26.223,6.5,5.233,1.022,320
1,50,28.176,7.2,5.247,0.992,308
1,51,28.602,7.2,5.389,1.003,313
1,52,28.735,7.2,5.366,1.002,319
1,51,29.084,7.2,5.383,1.006,314
1,53,29.121,7.3,5.434,1.041,320
1,53,29.162,7.3,5.402,1.053,320
1,51,29.21,7.3,5.472,1.039,316
1,51,29.12,7.3,5.476,1.033,325
1,51,28.948,7.3,5.44,1.012,320
1,40,26.746,6.4,5.312,1.071,323
1,50,27.897,7.3,5.372,1.024,316
1,50,28.108,7.3,5.419,0.997,318
1,50,28.551,7.3,5.504,1,314
1,50,28.556,7.3,5.536,1.022,320
1,51,28.466,7.3,5.517,1.017,318
1,51,28.462,7.3,5.561,1.022,314
1,52,28.217,7.3,5.526,1.011,323
1,51,28.25,7.3,5.502,0.986,316
1,52,28.486,7.3,5.515,1.004,314
1,39,26.505,6.4,5.388,1.07,324
1,49,27.624,7.3,5.368,1.025,319
1,51,28.102,7.3,5.434,0.98,313
1,51,28.423,7.3,5.516,1.001,312
1,50,28.509,7.3,5.508,1.01,316
1,51,28.519,7.3,5.476,1.02,315
1,49,28.406,7.3,5.521,1.02,313
1,51,28.287,7.3,5.456,1.004,321
1,49,28.479,7.3,5.485,0.981,311
1,47,26.827,7,5.473,0.986,313
1,0,0.336,0,5.69,0.736,295
1,33,22.207,4,5.182,0.837,305
1,51,27.003,6.6,5.049,1.008,305
1,52,26.554,6.7,5.068,1.096,312
1,41,25.296,6.6,5.062,1.04,295
1,51,27.284,6.6,5.064,1.034,301
1,50,27.53,6.7,5.064,1.029,306
1,51,27.726,6.7,5.068,0.997,306
1,51,27.662,6.8,5.068,1.012,299
1,51,27.525,6.8,5.108,0.996,301
1,53,27.907,6.8,5.158,0.995,302
1,53,28.143,6.8,5.162,0.999,303
1,40,25.478,5.3,5.022,1.059,323
1,50,27.402,6.8,5.077,0.975,307
1,51,27.926,6.8,5.134,0.957,298
1,51,27.924,6.8,5.184,0.913,300
1,51,28.224,6.8,5.209,0.935,300
1,51,28.024,6.8,5.215,0.986,300
1,53,28.157,6.8,5.211,0.965,305
1,51,28.15,6.9,5.201,0.939,303
1,51,28,6.8,5.207,0.948,302
1,51,28.073,6.9,5.217,0.938,305
1,37,24.252,5.7,5.063,0.947,314
1,49,26.727,6.9,5.118,0.923,301
1,48,27.244,6.9,5.189,0.929,299
1,49,27.436,6.9,5.199,0.953,302
1,49,27.637,6.9,5.2,0.978,304
1,49,27.59,6.9,5.2,0.969,305
1,49,27.76,6.9,5.204,0.967,303
1,48,27.722,6.9,5.21,0.969,300
1,49,27.856,6.9,5.191,0.96,301
1,50,27.885,6.9,5.156,0.952,302
1,36,23.614,6.1,5.054,0.983,305
1,47,26.499,6.9,5.107,0.939,292
1,50,27.089,6.9,5.16,0.95,298
1,50,27.331,7,5.192,0.95,304
1,50,27.485,7,5.212,0.966,302
1,50,27.335,7,5.204,0.972,300
1,50,27.284,6.9,5.221,0.981,301
1,50,27.303,6.9,5.219,0.974,302
1,49,27.399,6.9,5.215,0.947,304
1,50,27.432,7,5.209,0.933,303
1,36,24.31,5.7,5.047,1.025,319
1,48,26.306,6.9,5.099,0.939,303
1,50,26.856,7,5.171,0.936,304
1,50,27.036,7,5.189,0.963,301
1,49,27.156,7,5.198,0.978,300
1,51,27.124,7,5.2,0.973,298
1,50,27.199,7,5.19,0.942,301
1,49,27.382,7,5.192,0.923,302
1,51,27.349,7,5.198,0.945,303
1,50,27.433,7,5.238,0.954,300
1,37,24.422,6.5,5.082,0.962,305
1,50,26.196,6.9,5.113,0.936,295
1,49,26.844,7,5.188,0.961,296
1,49,27.004,7,5.229,0.971,299
1,51,27.139,7,5.221,0.946,301
1,50,27.295,7,5.236,0.908,301
1,49,27.338,7,5.227,0.92,300
1,50,27.332,7,5.219,0.934,297
